year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
2000,Oregon,OR,41,92,72,US President,"Browne, Harry",libertarian,FALSE,7447,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Buchanan, Patrick """"Pat""""",independent,FALSE,7063,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,Other,,FALSE,3401,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2574,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Phillips, Howard",constitution party,FALSE,2189,1533950,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Gore, Al",democrat,FALSE,2485967,4912185,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Bush, George W.",republican,FALSE,2281127,4912185,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Nader, Ralph",green,FALSE,103392,4912185,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,16023,4912185,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Phillips, Howard",constitution party,FALSE,14428,4912185,20171015,NA
2000,Pennsylvania,PA,42,23,14,US President,"Browne, Harry",libertarian,FALSE,11248,4912185,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Gore, Al",democrat,FALSE,249508,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Bush, George W.",republican,FALSE,130555,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Nader, Ralph",green,FALSE,25052,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2273,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Browne, Harry",libertarian,FALSE,742,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,,,TRUE,329,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Hagelin, John",natural law,FALSE,271,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Moorehead, Monica",workers world,FALSE,199,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,"Phillips, Howard",constitution party,FALSE,97,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,,socialist,FALSE,52,409112,20171015,NA
2000,Rhode Island,RI,44,15,5,US President,,socialist workers,FALSE,34,409112,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Bush, George W.",republican,FALSE,786892,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Gore, Al",democrat,FALSE,566037,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Nader, Ralph",united citizens,FALSE,20279,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Browne, Harry",libertarian,FALSE,4760,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,3309,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,,constitution party,FALSE,1682,1383902,20171015,NA
2000,South Carolina,SC,45,57,48,US President,"Hagelin, John",natural law,FALSE,943,1383902,20171015,NA
2000,South Dakota,SD,46,45,37,US President,"Bush, George W.",republican,FALSE,190700,316269,20171015,NA
2000,South Dakota,SD,46,45,37,US President,"Gore, Al",democrat,FALSE,118804,316269,20171015,NA
2000,South Dakota,SD,46,45,37,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,3322,316269,20171015,NA
2000,South Dakota,SD,46,45,37,US President,"Phillips, Howard",independent,FALSE,1781,316269,20171015,NA
2000,South Dakota,SD,46,45,37,US President,"Browne, Harry",libertarian,FALSE,1662,316269,20171015,NA
2000,Tennessee,TN,47,62,54,US President,"Bush, George W.",republican,FALSE,1061949,2076181,20171015,NA
2000,Tennessee,TN,47,62,54,US President,"Gore, Al",democrat,FALSE,981720,2076181,20171015,NA
2000,Tennessee,TN,47,62,54,US President,,independent,FALSE,32084,2076181,20171015,NA
2000,Tennessee,TN,47,62,54,US President,,,TRUE,428,2076181,20171015,NA
2000,Texas,TX,48,74,49,US President,"Bush, George W.",republican,FALSE,3799639,6407637,20171015,NA
2000,Texas,TX,48,74,49,US President,"Gore, Al",democrat,FALSE,2433746,6407637,20171015,NA
2000,Texas,TX,48,74,49,US President,"Nader, Ralph",green,FALSE,137994,6407637,20171015,NA
2000,Texas,TX,48,74,49,US President,"Browne, Harry",libertarian,FALSE,23160,6407637,20171015,NA
2000,Texas,TX,48,74,49,US President,,independent,FALSE,12394,6407637,20171015,NA
2000,Texas,TX,48,74,49,US President,,,TRUE,704,6407637,20171015,NA
2000,Utah,UT,49,87,67,US President,"Bush, George W.",republican,FALSE,515096,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Gore, Al",democrat,FALSE,203053,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Nader, Ralph",green,FALSE,35850,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9319,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Browne, Harry",libertarian,FALSE,3616,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Phillips, Howard",independent american,FALSE,2709,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Hagelin, John",natural law,FALSE,763,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,"Harris, James",socialist workers,FALSE,186,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,,no party affiliation,FALSE,161,770754,20171015,NA
2000,Utah,UT,49,87,67,US President,,,TRUE,1,770754,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Gore, Al",democrat,FALSE,149022,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Bush, George W.",republican,FALSE,119775,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Nader, Ralph",progressive/green,FALSE,20374,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2192,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Dennis """"Denny"""", Lane",vermont grassroots,FALSE,1044,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Browne, Harry",libertarian,FALSE,784,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,,,TRUE,514,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Hagelin, John",natural law,FALSE,219,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"McReynolds, David",liberty union party,FALSE,161,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Phillips, Howard",constitution party,FALSE,153,294308,20171015,NA
2000,Vermont,VT,50,13,6,US President,"Harris, James",socialist workers,FALSE,70,294308,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Bush, George W.",republican,FALSE,1437490,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Gore, Al",democrat,FALSE,1217290,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Nader, Ralph",green,FALSE,59398,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Browne, Harry",libertarian,FALSE,15198,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5455,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,,,TRUE,2807,2739447,20171015,NA
2000,Virginia,VA,51,54,40,US President,"Phillips, Howard",conservative,FALSE,1809,2739447,20171015,NA
2000,Washington,WA,53,91,73,US President,"Gore, Al",democrat,FALSE,1247652,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Bush, George W.",republican,FALSE,1108864,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Nader, Ralph",green,FALSE,103002,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Browne, Harry",libertarian,FALSE,13135,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Buchanan, Patrick """"Pat""""",freedom,FALSE,7171,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Hagelin, John",natural law,FALSE,2927,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Phillips, Howard",constitution party,FALSE,1989,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Moorehead, Monica",workers world,FALSE,1729,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"McReynolds, David",socialist,FALSE,660,2487433,20171015,NA
2000,Washington,WA,53,91,73,US President,"Harris, James",socialist workers,FALSE,304,2487433,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Bush, George W.",republican,FALSE,336475,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Gore, Al",democrat,FALSE,295497,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Nader, Ralph",green,FALSE,10680,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,3169,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Browne, Harry",libertarian,FALSE,1912,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,"Hagelin, John",natural law,FALSE,367,648124,20171015,NA
2000,West Virginia,WV,54,55,56,US President,,,TRUE,24,648124,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,"Gore, Al",democrat,FALSE,1242987,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,"Bush, George W.",republican,FALSE,1237279,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,"Nader, Ralph",green,FALSE,94070,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,,independent,FALSE,13693,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,"Browne, Harry",libertarian,FALSE,6640,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,,constitution party,FALSE,2042,2598607,20171015,NA
2000,Wisconsin,WI,55,35,25,US President,Scattering,,FALSE,1896,2598607,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Bush, George W.",republican,FALSE,147947,213726,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Gore, Al",democrat,FALSE,60481,213726,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2724,213726,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Browne, Harry",libertarian,FALSE,1443,213726,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Phillips, Howard",independent,FALSE,720,213726,20171015,NA
2000,Wyoming,WY,56,83,68,US President,"Hagelin, John",natural law,FALSE,411,213726,20171015,NA
2004,Alabama,AL,1,63,41,US President,"Bush, George W.",republican,FALSE,1176394,1883415,20171015,NA
2004,Alabama,AL,1,63,41,US President,"Kerry, John",democrat,FALSE,693933,1883415,20171015,NA
2004,Alabama,AL,1,63,41,US President,Other,independent,FALSE,12190,1883415,20171015,NA
2004,Alabama,AL,1,63,41,US President,Other,,TRUE,898,1883415,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Bush, George W.",republican,FALSE,190889,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Kerry, John",democrat,FALSE,111025,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Nader, Ralph",populist,FALSE,5069,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Peroutka, Michael",alaskan independence party,FALSE,2092,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Badnarik, Michael",libertarian,FALSE,1675,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,"Cobb, David",green,FALSE,1058,312598,20171015,NA
2004,Alaska,AK,2,94,81,US President,Other,,TRUE,790,312598,20171015,NA
2004,Arizona,AZ,4,86,61,US President,"Bush, George W.",republican,FALSE,1104294,2012585,20171015,NA
2004,Arizona,AZ,4,86,61,US President,"Kerry, John",democrat,FALSE,893524,2012585,20171015,NA
2004,Arizona,AZ,4,86,61,US President,"Badnarik, Michael",libertarian,FALSE,11856,2012585,20171015,NA
2004,Arizona,AZ,4,86,61,US President,Other,,TRUE,2911,2012585,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Bush, George W.",republican,FALSE,572898,1054945,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Kerry, John",democrat,FALSE,469953,1054945,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Nader, Ralph",populist,FALSE,6171,1054945,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Badnarik, Michael",libertarian,FALSE,2352,1054945,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Peroutka, Michael",constitution party,FALSE,2083,1054945,20171015,NA
2004,Arkansas,AR,5,71,42,US President,"Cobb, David",green,FALSE,1488,1054945,20171015,NA
2004,California,CA,6,93,71,US President,"Kerry, John",democrat,FALSE,6745485,12421353,20171015,NA
2004,California,CA,6,93,71,US President,"Bush, George W.",republican,FALSE,5509826,12421353,20171015,NA
2004,California,CA,6,93,71,US President,"Badnarik, Michael",libertarian,FALSE,50165,12421353,20171015,NA
2004,California,CA,6,93,71,US President,"Cobb, David",green,FALSE,40771,12421353,20171015,NA
2004,California,CA,6,93,71,US President,"Peltier, Leonard",peace & freedom,FALSE,27607,12421353,20171015,NA
2004,California,CA,6,93,71,US President,"Peroutka, Michael",american independent party,FALSE,26645,12421353,20171015,NA
2004,California,CA,6,93,71,US President,Other,,TRUE,20854,12421353,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Bush, George W.",republican,FALSE,1101255,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Kerry, John",democrat,FALSE,1001732,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Nader, Ralph",reform party,FALSE,12718,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Badnarik, Michael",libertarian,FALSE,7664,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Peroutka, Michael",american constitution party,FALSE,2562,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Cobb, David",green,FALSE,1591,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Andress, Stanford",unaffiliated,FALSE,804,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Amondson, Gene",concerns of people,FALSE,378,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Van Auken, Bill",socialist equality party,FALSE,329,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Calero, Roger",socialist workers,FALSE,241,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Brown, Walt",socialist,FALSE,216,2129630,20171015,NA
2004,Colorado,CO,8,84,62,US President,"Dodge, Earl",prohibition,FALSE,140,2129630,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Kerry, John",democrat,FALSE,857488,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Bush, George W.",republican,FALSE,693826,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Nader, Ralph",petitioning candidate,FALSE,12969,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Cobb, David",green,FALSE,9564,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Badnarik, Michael",libertarian,FALSE,3367,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Peroutka, Michael",concerned citizens,FALSE,1543,1578769,20171015,NA
2004,Connecticut,CT,9,16,1,US President,"Calero, Roger",socialist workers,TRUE,12,1578769,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Kerry, John",democrat,FALSE,200152,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Bush, George W.",republican,FALSE,171660,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Nader, Ralph",independent,FALSE,2153,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Badnarik, Michael",libertarian,FALSE,586,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Peroutka, Michael",constitution party,FALSE,289,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Cobb, David",green,FALSE,250,375190,20171015,NA
2004,Delaware,DE,10,51,11,US President,"Brown, Walt",natural law,FALSE,100,375190,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Kerry, John",democrat,FALSE,202970,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Bush, George W.",republican,FALSE,21256,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Nader, Ralph",independent,FALSE,1485,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Cobb, David",d.c. statehood green,FALSE,737,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,Others,,TRUE,506,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Badnarik, Michael",libertarian,FALSE,502,227586,20171015,NA
2004,District of Columbia,DC,11,53,55,US President,"Calero, Roger",socialist workers,FALSE,130,227586,20171015,NA
2004,Florida,FL,12,59,43,US President,"Bush, George W.",republican,FALSE,3964522,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Kerry, John",democrat,FALSE,3583544,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Nader, Ralph",reform party,FALSE,32971,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Badnarik, Michael",libertarian,FALSE,11996,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Peroutka, Michael",constitution party of florida,FALSE,6626,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Cobb, David",green,FALSE,3917,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Brown, Walt",socialist party of florida,FALSE,3502,7609810,20171015,NA
2004,Florida,FL,12,59,43,US President,"Calero, Roger",socialist workers,FALSE,2732,7609810,20171015,NA
2004,Georgia,GA,13,58,44,US President,"Bush, George W.",republican,FALSE,1914254,3301875,20171015,NA
2004,Georgia,GA,13,58,44,US President,"Kerry, John",democrat,FALSE,1366149,3301875,20171015,NA
2004,Georgia,GA,13,58,44,US President,"Badnarik, Michael",libertarian,FALSE,18387,3301875,20171015,NA
2004,Georgia,GA,13,58,44,US President,Other,,TRUE,3085,3301875,20171015,NA
2004,Hawaii,HI,15,95,82,US President,"Kerry, John",democrat,FALSE,231708,429013,20171015,NA
2004,Hawaii,HI,15,95,82,US President,"Bush, George W.",republican,FALSE,194191,429013,20171015,NA
2004,Hawaii,HI,15,95,82,US President,"Cobb, David",green,FALSE,1737,429013,20171015,NA
2004,Hawaii,HI,15,95,82,US President,"Badnarik, Michael",libertarian,FALSE,1377,429013,20171015,NA
2004,Idaho,ID,16,82,63,US President,"Bush, George W.",republican,FALSE,409235,598376,20171015,NA
2004,Idaho,ID,16,82,63,US President,"Kerry, John",democrat,FALSE,181098,598376,20171015,NA
2004,Idaho,ID,16,82,63,US President,"Badnarik, Michael",libertarian,FALSE,3844,598376,20171015,NA
2004,Idaho,ID,16,82,63,US President,"Peroutka, Michael",constitution party,FALSE,3084,598376,20171015,NA
2004,Idaho,ID,16,82,63,US President,"Nader, Ralph",independent,FALSE,1115,598376,20171015,NA
2004,Illinois,IL,17,33,21,US President,"Kerry, John",democrat,FALSE,2891550,5274322,20171015,NA
2004,Illinois,IL,17,33,21,US President,"Bush, George W.",republican,FALSE,2345946,5274322,20171015,NA
2004,Illinois,IL,17,33,21,US President,"Badnarik, Michael",libertarian,FALSE,32442,5274322,20171015,NA
2004,Illinois,IL,17,33,21,US President,Other,,TRUE,4384,5274322,20171015,NA
2004,Indiana,IN,18,32,22,US President,"Bush, George W.",republican,FALSE,1479438,2468002,20171015,NA
2004,Indiana,IN,18,32,22,US President,"Kerry, John",democrat,FALSE,969011,2468002,20171015,NA
2004,Indiana,IN,18,32,22,US President,"Badnarik, Michael",libertarian,FALSE,18058,2468002,20171015,NA
2004,Indiana,IN,18,32,22,US President,Other,,TRUE,1495,2468002,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Bush, George W.",republican,FALSE,751957,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Kerry, John",democrat,FALSE,741898,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,Other,,FALSE,6149,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Badnarik, Michael",libertarian,FALSE,2992,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Peroutka, Michael",constitution party,FALSE,1304,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Cobb, David",green,FALSE,1141,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,Other,,TRUE,1094,1506908,20171015,NA
2004,Iowa,IA,19,42,31,US President,"Calero, Roger",socialist workers,FALSE,373,1506908,20171015,NA
2004,Kansas,KS,20,47,32,US President,"Bush, George W.",republican,FALSE,736456,1187756,20171015,NA
2004,Kansas,KS,20,47,32,US President,"Kerry, John",democrat,FALSE,434993,1187756,20171015,NA
2004,Kansas,KS,20,47,32,US President,"Nader, Ralph",reform party,FALSE,9348,1187756,20171015,NA
2004,Kansas,KS,20,47,32,US President,"Badnarik, Michael",libertarian,FALSE,4013,1187756,20171015,NA
2004,Kansas,KS,20,47,32,US President,"Peroutka, Michael",independent,FALSE,2899,1187756,20171015,NA
2004,Kansas,KS,20,47,32,US President,Other,,TRUE,47,1187756,20171015,NA
2004,Kentucky,KY,21,61,51,US President,"Bush, George W.",republican,FALSE,1069439,1795882,20171015,NA
2004,Kentucky,KY,21,61,51,US President,"Kerry, John",democrat,FALSE,712733,1795882,20171015,NA
2004,Kentucky,KY,21,61,51,US President,"Nader, Ralph",independent,FALSE,8856,1795882,20171015,NA
2004,Kentucky,KY,21,61,51,US President,"Badnarik, Michael",libertarian,FALSE,2619,1795882,20171015,NA
2004,Kentucky,KY,21,61,51,US President,"Peroutka, Michael",constitution party,FALSE,2213,1795882,20171015,NA
2004,Kentucky,KY,21,61,51,US President,Other,,TRUE,22,1795882,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Bush, George W.",republican,FALSE,1102169,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Kerry, John",democrat,FALSE,820299,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Nader, Ralph",independent,FALSE,7032,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Peroutka, Michael",constitution party,FALSE,5203,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Badnarik, Michael",libertarian,FALSE,2781,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Brown, Walt",protecting working families,FALSE,1795,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Amondson, Gene",prohibition,FALSE,1566,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Cobb, David",green,FALSE,1276,1943106,20171015,NA
2004,Louisiana,LA,22,72,45,US President,"Calero, Roger",socialist,FALSE,985,1943106,20171015,NA
2004,Maine,ME,23,11,2,US President,"Kerry, John",democrat,FALSE,396842,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,"Bush, George W.",republican,FALSE,330201,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,"The Better Life,",independent,FALSE,8069,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,"Cobb, David",green,FALSE,2936,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,"Badnarik, Michael",libertarian,FALSE,1965,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,"Peroutka, Michael",constitution party,FALSE,735,740752,20171015,NA
2004,Maine,ME,23,11,2,US President,Blank Vote/Scattering,,FALSE,4,740752,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Kerry, John",democrat,FALSE,1334493,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Bush, George W.",republican,FALSE,1024703,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Nader, Ralph",populist,FALSE,11854,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Badnarik, Michael",libertarian,FALSE,6094,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Cobb, David",green,FALSE,3632,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,"Peroutka, Michael",constitution party,FALSE,3421,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,Other,unaffiliated,TRUE,34,2384238,20171015,NA
2004,Maryland,MD,24,52,52,US President,Other,democrat,TRUE,7,2384238,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,"Kerry, John",democrat,FALSE,1803800,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,"Bush, George W.",republican,FALSE,1071109,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,Blank Vote/Scattering,,FALSE,15067,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,"Badnarik, Michael",libertarian,FALSE,15022,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,"Cobb, David",green-rainbow,FALSE,10623,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,Other,,FALSE,7028,2927455,20171015,NA
2004,Massachusetts,MA,25,14,3,US President,"Nader, Ralph",independent,TRUE,4806,2927455,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Kerry, John",democrat,FALSE,2479183,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Bush, George W.",republican,FALSE,2313746,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Nader, Ralph",no party affiliation,FALSE,24035,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Badnarik, Michael",libertarian,FALSE,10552,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Cobb, David",green,FALSE,5325,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Peroutka, Michael",u.s. taxpayers party,FALSE,4980,4839252,20171015,NA
2004,Michigan,MI,26,34,23,US President,"Brown, Walt",natural law,FALSE,1431,4839252,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Kerry, John",democratic-farmer-labor,FALSE,1445014,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Bush, George W.",republican,FALSE,1346695,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Nader, Ralph",better life,FALSE,18683,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Badnarik, Michael",libertarian,FALSE,4639,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Cobb, David",green,FALSE,4408,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Peroutka, Michael",constitution party,FALSE,3074,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,Other,,TRUE,2532,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Harens, Thomas",christian freedom party,FALSE,2387,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Van Auken, Bill",socialist equality party,FALSE,539,2828387,20171015,NA
2004,Minnesota,MN,27,41,33,US President,"Calero, Roger",socialist workers,FALSE,416,2828387,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Bush, George W.",republican,FALSE,672660,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Kerry, John",democrat,FALSE,457766,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Nader, Ralph",reform party,FALSE,3175,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Badnarik, Michael",libertarian,FALSE,1793,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Peroutka, Michael",constitution party,FALSE,1758,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Calero, Roger",independent,FALSE,1599,1139824,20171015,NA
2004,Mississippi,MS,28,64,46,US President,"Cobb, David",green,FALSE,1073,1139824,20171015,NA
2004,Missouri,MO,29,43,34,US President,"Bush, George W.",republican,FALSE,1455713,2731364,20171015,NA
2004,Missouri,MO,29,43,34,US President,"Kerry, John",democrat,FALSE,1259171,2731364,20171015,NA
